,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
625127,Hordeum hibernaculum R.E.Regel,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625128,Hordeum hibernans R.E.Regel,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625129,Hordeum himalayense Rittig,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625130,Hordeum heterostychon P.Beauv.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625131,Hordeum hirtiusculum R.E.Regel,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625132,Hordeum gymnodistichum Duthie,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625133,Hordeum vulgare var. pallidum Ser.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625134,Hordeum vulgare var. patimatae Omarov,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625135,Hordeum vulgare var. revelatum Körn.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625136,Hordeum vulgare var. saidii Omarov,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625137,Hordeum vulgare var. sikangense Åberg,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625138,Hordeum vulgare var. trofimovskajae Omarov,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625139,Hordeum vulgare var. valentinae Omarov,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625140,Hordeum vulgare var. zuleichatae Omarov,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625141,Hordeum walpersii R.E.Regel,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625142,Hordeum coeleste (L.) P.Beauv.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625143,Hordeum defectoides R.E.Regel,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625144,Hordeum daghestanicum R.E.Regel,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625145,Hordeum bifarium Roth,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625146,Hordeum caspicum R.E.Regel,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625147,Hordeum brachyatherum R.E.Regel,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625148,Hordeum americanum R.E.Regel,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625149,Hordeum aestivum R.E.Regel,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625150,Frumentum sativum E.H.L.Krause,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625151,"Hordeum vulgare var. sessilifurcatum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625152,"Hordeum vulgare var. nanum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625153,"Hordeum vulgare var. nudinipponicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625154,"Hordeum vulgare var. micrurum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625155,"Hordeum vulgare var. mongolicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625156,"Hordeum vulgare var. nudijaponicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625157,"Hordeum vulgare var. urgaicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625158,"Hordeum vulgare var. uljassutaicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625159,"Hordeum vulgare var. sinojaponicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625160,"Hordeum vulgare var. tibetanum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625161,"Hordeum vulgare var. viride Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625162,Hordeum vulgare var. tetrapallidum Trofim. & Lukyanova,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625163,Hordeum vulgare var. interpallidum Trofim.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625164,"Hordeum vulgare var. syriacum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625165,"Hordeum vulgare var. zeocrithideficiens Vavilov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625166,"Hordeum vulgare var. brunneinudum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625167,"Hordeum vulgare var. japonicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625168,"Hordeum vulgare var. ibericum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625169,Hordeum nudum-distichum Risso,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625170,"Hordeum vulgare var. atratum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625171,"Hordeum vulgare var. brevispicatum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625172,"Hordeum vulgare var. chinense Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625173,"Hordeum vulgare var. euryhypatherum Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yaros",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625174,"Hordeum vulgare var. harlanii Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625175,"Hordeum vulgare var. subzeocrithon Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yaros",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625176,"Hordeum vulgare var. rarum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625177,"Hordeum vulgare var. subnudipiramidatum Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yaros",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625178,"Hordeum vulgare var. breviaristatum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625179,"Hordeum vulgare var. glabrispicatum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625180,"Hordeum vulgare var. latibrevisetum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625181,"Hordeum vulgare var. nipponicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625182,"Hordeum vulgare var. sinicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625183,"Hordeum vulgare var. subpyramidatum Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yaros",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625184,"Hordeum vulgare var. addis-abebae Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625185,"Hordeum vulgare var. ancoberense Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625186,"Hordeum vulgare var. chalunicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625187,"Hordeum vulgare var. glabribrevisetum Regel ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yaros",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625188,"Hordeum vulgare var. gobicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625189,"Hordeum vulgare var. griseinigrum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625190,"Hordeum vulgare var. hadaka Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625191,"Hordeum vulgare var. kobdicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625192,"Hordeum vulgare var. hypatherum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625193,"Hordeum vulgare var. latinudipyramidatum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625194,"Hordeum vulgare var. latirevelatum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625195,"Hordeum vulgare var. hangaicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625196,Hordeum vulgare var. tetranutans Trofim. & Lukyanova,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625197,"Hordeum vulgare var. daghestanicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625198,"Hordeum vulgare var. griseinudum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625199,"Hordeum vulgare var. insularum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625200,"Hordeum vulgare var. colonicum Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yaros",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625201,"Hordeum vulgare var. nigrinudum Vavilov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625202,"Hordeum vulgare var. subnudum Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yaros",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625203,"Hordeum vulgare var. subneogenes Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yaros",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625204,"Hordeum vulgare var. suberectum Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yaros",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625205,"Hordeum vulgare var. africanum Vavilov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625206,"Hordeum vulgare var. glabrideficiens Vavilov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625207,"Hordeum vulgare var. glabrierectum Vavilov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625208,"Hordeum vulgare var. leioheterolepis Vavilov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625209,"Hordeum vulgare var. palestinicum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625210,"Hordeum vulgare var. solitarum Vavilov & Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yarosh",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625211,"Hordeum vulgare var. subnutans Orlov ex Lukyanova, Trofim., G.N.Gudkova, Terentyeva & Yaros",Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625212,Hordeum vulgare var. macrosteron Alef.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625213,Hordeum vulgare var. hybernum Viborg,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625214,Hordeum vulgare var. aestivum Metzg. ex Alef.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625215,Hordeum vulgare var. coerulescens Ser.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625216,Hordeum polystichon var. hexastichon Döll,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625217,Hordeum barbaricum Risso,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625218,Hordeum latum Risso,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
625752,Ischaemum stokesii F.Br.,Ischaemum murinum G.Forst.,Ischaemum murinum G.Forst.,Ischaemum murinum G.Forst.,Ischaemum murinum G.Forst.,Ischaemum stokesii F.Br.,Ischaemum stokesii F.Br.
626292,Leymus salina subsp. mojavensis Barkworth & R.J.Atkins,Leymus ambiguus (Vasey & Scribn.) D.R.Dewey,Leymus ambiguus (Vasey & Scribn.) D.R.Dewey,Leymus ambiguus (Vasey & Scribn.) D.R.Dewey,Leymus ambiguus (Vasey & Scribn.) D.R.Dewey,Leymus salina subsp. mojavensis Barkworth & R.J.Atkins,Leymus salina (M.E.Jones) Á.Löve
626294,Elymus ambiguus var. salmonis C.L.Hitchc.,Leymus ambiguus (Vasey & Scribn.) D.R.Dewey,Leymus ambiguus (Vasey & Scribn.) D.R.Dewey,Leymus ambiguus (Vasey & Scribn.) D.R.Dewey,Leymus ambiguus (Vasey & Scribn.) D.R.Dewey,Leymus salina subsp. salmonis (C.L.Hitchc.) R.J.Atkins,Leymus salina (M.E.Jones) Á.Löve
626545,Lolium temulentum f. asperum (Asch.) Neuman,Lolium remotum Schrank,Lolium remotum Schrank,Lolium remotum Schrank,Lolium remotum Schrank,Lolium temulentum L.,Lolium temulentum L.
626929,Melica inaequiglumis Boiss.,Melica persica Kunth,Melica persica Kunth,Melica persica Kunth,Melica persica Kunth,Melica inaequiglumis Boiss.,Melica inaequiglumis Boiss.
627265,Milium vernale subsp. intermedium Prob.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale subsp. vernale,Milium vernale M.Bieb.
627266,Milium vernale subsp. scabrum K.Richt.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale subsp. vernale,Milium vernale M.Bieb.
627267,Milium vernale subsp. tzvelevii Prob.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale subsp. vernale,Milium vernale M.Bieb.
627268,Milium vernale var. alexeenkoi Tzvelev,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale subsp. vernale,Milium vernale M.Bieb.
627269,Milium scabrum Rich.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale M.Bieb.,Milium vernale subsp. vernale,Milium vernale M.Bieb.
